"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_67m_SU","test67@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-07-15","No","14.4","117.0","2024-01-15 10:30:00"
"Test_Male_67m_SU2","test67@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-07-15","No","21.599999999999998","117.0","2024-01-15 10:30:00"
"Test_Male_67m_U","test67@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-07-15","No","28.8","117.0","2024-01-15 10:30:00"
"Test_Male_67m_U2","test67@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-07-15","No","36.0","117.0","2024-01-15 10:30:00"
"Test_Male_67m_N","test67@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-07-15","No","43.199999999999996","117.0","2024-01-15 10:30:00"
"Test_Male_67m_N2","test67@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-07-15","No","50.9","117.0","2024-01-15 10:30:00"
"Test_Male_67m_N3","test67@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-07-15","No","58.6","117.0","2024-01-15 10:30:00"
"Test_Male_67m_N4","test67@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-07-15","No","66.30000000000001","117.0","2024-01-15 10:30:00"
"Test_Male_67m_O","test67@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-07-15","No","74.0","117.0","2024-01-15 10:30:00"
"Test_Male_67m_O2","test67@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-07-15","No","81.7","117.0","2024-01-15 10:30:00"
"Test_Female_67m_SU","test67f@example.com","password123","MARIVELES","Alion","Female","2018-07-15","No","10.85","117.0","2024-01-15 10:30:00"
"Test_Female_67m_SU2","test67f@example.com","password123","MARIVELES","Alion","Female","2018-07-15","No","17.95","117.0","2024-01-15 10:30:00"
"Test_Female_67m_U","test67f@example.com","password123","MARIVELES","Alion","Female","2018-07-15","No","25.25","117.0","2024-01-15 10:30:00"
"Test_Female_67m_U2","test67f@example.com","password123","MARIVELES","Alion","Female","2018-07-15","No","32.35","117.0","2024-01-15 10:30:00"
"Test_Female_67m_N","test67f@example.com","password123","MARIVELES","Alion","Female","2018-07-15","No","39.65","117.0","2024-01-15 10:30:00"
"Test_Female_67m_N2","test67f@example.com","password123","MARIVELES","Alion","Female","2018-07-15","No","47.050000000000004","117.0","2024-01-15 10:30:00"
"Test_Female_67m_N3","test67f@example.com","password123","MARIVELES","Alion","Female","2018-07-15","No","54.75","117.0","2024-01-15 10:30:00"
"Test_Female_67m_N4","test67f@example.com","password123","MARIVELES","Alion","Female","2018-07-15","No","62.449999999999996","117.0","2024-01-15 10:30:00"
"Test_Female_67m_O","test67f@example.com","password123","MARIVELES","Alion","Female","2018-07-15","No","70.15","117.0","2024-01-15 10:30:00"
"Test_Female_67m_O2","test67f@example.com","password123","MARIVELES","Alion","Female","2018-07-15","No","77.85000000000001","117.0","2024-01-15 10:30:00"
