"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_64m_SU","test64@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-10-13","No","13.8","114.0","2024-01-15 10:30:00"
"Test_Male_64m_SU2","test64@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-10-13","No","20.7","114.0","2024-01-15 10:30:00"
"Test_Male_64m_U","test64@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-10-13","No","27.6","114.0","2024-01-15 10:30:00"
"Test_Male_64m_U2","test64@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-10-13","No","34.5","114.0","2024-01-15 10:30:00"
"Test_Male_64m_N","test64@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-10-13","No","41.4","114.0","2024-01-15 10:30:00"
"Test_Male_64m_N2","test64@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-10-13","No","48.8","114.0","2024-01-15 10:30:00"
"Test_Male_64m_N3","test64@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-10-13","No","56.2","114.0","2024-01-15 10:30:00"
"Test_Male_64m_N4","test64@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-10-13","No","63.6","114.0","2024-01-15 10:30:00"
"Test_Male_64m_O","test64@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-10-13","No","71.0","114.0","2024-01-15 10:30:00"
"Test_Male_64m_O2","test64@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-10-13","No","78.4","114.0","2024-01-15 10:30:00"
"Test_Female_64m_SU","test64f@example.com","password123","MARIVELES","Alion","Female","2018-10-13","No","10.4","114.0","2024-01-15 10:30:00"
"Test_Female_64m_SU2","test64f@example.com","password123","MARIVELES","Alion","Female","2018-10-13","No","17.2","114.0","2024-01-15 10:30:00"
"Test_Female_64m_U","test64f@example.com","password123","MARIVELES","Alion","Female","2018-10-13","No","24.2","114.0","2024-01-15 10:30:00"
"Test_Female_64m_U2","test64f@example.com","password123","MARIVELES","Alion","Female","2018-10-13","No","31.0","114.0","2024-01-15 10:30:00"
"Test_Female_64m_N","test64f@example.com","password123","MARIVELES","Alion","Female","2018-10-13","No","38.0","114.0","2024-01-15 10:30:00"
"Test_Female_64m_N2","test64f@example.com","password123","MARIVELES","Alion","Female","2018-10-13","No","45.1","114.0","2024-01-15 10:30:00"
"Test_Female_64m_N3","test64f@example.com","password123","MARIVELES","Alion","Female","2018-10-13","No","52.5","114.0","2024-01-15 10:30:00"
"Test_Female_64m_N4","test64f@example.com","password123","MARIVELES","Alion","Female","2018-10-13","No","59.9","114.0","2024-01-15 10:30:00"
"Test_Female_64m_O","test64f@example.com","password123","MARIVELES","Alion","Female","2018-10-13","No","67.3","114.0","2024-01-15 10:30:00"
"Test_Female_64m_O2","test64f@example.com","password123","MARIVELES","Alion","Female","2018-10-13","No","74.7","114.0","2024-01-15 10:30:00"
