"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_68m_SU","test68@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-06-15","No","14.600000000000001","118.0","2024-01-15 10:30:00"
"Test_Male_68m_SU2","test68@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-06-15","No","21.9","118.0","2024-01-15 10:30:00"
"Test_Male_68m_U","test68@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-06-15","No","29.200000000000003","118.0","2024-01-15 10:30:00"
"Test_Male_68m_U2","test68@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-06-15","No","36.5","118.0","2024-01-15 10:30:00"
"Test_Male_68m_N","test68@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-06-15","No","43.8","118.0","2024-01-15 10:30:00"
"Test_Male_68m_N2","test68@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-06-15","No","51.599999999999994","118.0","2024-01-15 10:30:00"
"Test_Male_68m_N3","test68@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-06-15","No","59.400000000000006","118.0","2024-01-15 10:30:00"
"Test_Male_68m_N4","test68@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-06-15","No","67.2","118.0","2024-01-15 10:30:00"
"Test_Male_68m_O","test68@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-06-15","No","75.0","118.0","2024-01-15 10:30:00"
"Test_Male_68m_O2","test68@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-06-15","No","82.80000000000001","118.0","2024-01-15 10:30:00"
"Test_Female_68m_SU","test68f@example.com","password123","MARIVELES","Alion","Female","2018-06-15","No","11.0","118.0","2024-01-15 10:30:00"
"Test_Female_68m_SU2","test68f@example.com","password123","MARIVELES","Alion","Female","2018-06-15","No","18.2","118.0","2024-01-15 10:30:00"
"Test_Female_68m_U","test68f@example.com","password123","MARIVELES","Alion","Female","2018-06-15","No","25.599999999999998","118.0","2024-01-15 10:30:00"
"Test_Female_68m_U2","test68f@example.com","password123","MARIVELES","Alion","Female","2018-06-15","No","32.800000000000004","118.0","2024-01-15 10:30:00"
"Test_Female_68m_N","test68f@example.com","password123","MARIVELES","Alion","Female","2018-06-15","No","40.2","118.0","2024-01-15 10:30:00"
"Test_Female_68m_N2","test68f@example.com","password123","MARIVELES","Alion","Female","2018-06-15","No","47.7","118.0","2024-01-15 10:30:00"
"Test_Female_68m_N3","test68f@example.com","password123","MARIVELES","Alion","Female","2018-06-15","No","55.5","118.0","2024-01-15 10:30:00"
"Test_Female_68m_N4","test68f@example.com","password123","MARIVELES","Alion","Female","2018-06-15","No","63.3","118.0","2024-01-15 10:30:00"
"Test_Female_68m_O","test68f@example.com","password123","MARIVELES","Alion","Female","2018-06-15","No","71.1","118.0","2024-01-15 10:30:00"
"Test_Female_68m_O2","test68f@example.com","password123","MARIVELES","Alion","Female","2018-06-15","No","78.9","118.0","2024-01-15 10:30:00"
