"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_55m_SU","test55@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-07-10","No","12.0","105.0","2024-01-15 10:30:00"
"Test_Male_55m_SU2","test55@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-07-10","No","18.0","105.0","2024-01-15 10:30:00"
"Test_Male_55m_U","test55@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-07-10","No","24.0","105.0","2024-01-15 10:30:00"
"Test_Male_55m_U2","test55@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-07-10","No","30.0","105.0","2024-01-15 10:30:00"
"Test_Male_55m_N","test55@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-07-10","No","36.0","105.0","2024-01-15 10:30:00"
"Test_Male_55m_N2","test55@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-07-10","No","42.5","105.0","2024-01-15 10:30:00"
"Test_Male_55m_N3","test55@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-07-10","No","49.0","105.0","2024-01-15 10:30:00"
"Test_Male_55m_N4","test55@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-07-10","No","55.5","105.0","2024-01-15 10:30:00"
"Test_Male_55m_O","test55@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-07-10","No","62.0","105.0","2024-01-15 10:30:00"
"Test_Male_55m_O2","test55@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-07-10","No","68.5","105.0","2024-01-15 10:30:00"
"Test_Female_55m_SU","test55f@example.com","password123","MARIVELES","Alion","Female","2019-07-10","No","9.05","105.0","2024-01-15 10:30:00"
"Test_Female_55m_SU2","test55f@example.com","password123","MARIVELES","Alion","Female","2019-07-10","No","14.95","105.0","2024-01-15 10:30:00"
"Test_Female_55m_U","test55f@example.com","password123","MARIVELES","Alion","Female","2019-07-10","No","21.05","105.0","2024-01-15 10:30:00"
"Test_Female_55m_U2","test55f@example.com","password123","MARIVELES","Alion","Female","2019-07-10","No","26.95","105.0","2024-01-15 10:30:00"
"Test_Female_55m_N","test55f@example.com","password123","MARIVELES","Alion","Female","2019-07-10","No","33.050000000000004","105.0","2024-01-15 10:30:00"
"Test_Female_55m_N2","test55f@example.com","password123","MARIVELES","Alion","Female","2019-07-10","No","39.25","105.0","2024-01-15 10:30:00"
"Test_Female_55m_N3","test55f@example.com","password123","MARIVELES","Alion","Female","2019-07-10","No","45.75","105.0","2024-01-15 10:30:00"
"Test_Female_55m_N4","test55f@example.com","password123","MARIVELES","Alion","Female","2019-07-10","No","52.25","105.0","2024-01-15 10:30:00"
"Test_Female_55m_O","test55f@example.com","password123","MARIVELES","Alion","Female","2019-07-10","No","58.75","105.0","2024-01-15 10:30:00"
"Test_Female_55m_O2","test55f@example.com","password123","MARIVELES","Alion","Female","2019-07-10","No","65.25","105.0","2024-01-15 10:30:00"
