"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_60m_SU","test60@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-02-10","No","13.0","110.0","2024-01-15 10:30:00"
"Test_Male_60m_SU2","test60@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-02-10","No","19.5","110.0","2024-01-15 10:30:00"
"Test_Male_60m_U","test60@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-02-10","No","26.0","110.0","2024-01-15 10:30:00"
"Test_Male_60m_U2","test60@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-02-10","No","32.5","110.0","2024-01-15 10:30:00"
"Test_Male_60m_N","test60@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-02-10","No","39.0","110.0","2024-01-15 10:30:00"
"Test_Male_60m_N2","test60@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-02-10","No","46.0","110.0","2024-01-15 10:30:00"
"Test_Male_60m_N3","test60@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-02-10","No","53.0","110.0","2024-01-15 10:30:00"
"Test_Male_60m_N4","test60@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-02-10","No","60.0","110.0","2024-01-15 10:30:00"
"Test_Male_60m_O","test60@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-02-10","No","67.0","110.0","2024-01-15 10:30:00"
"Test_Male_60m_O2","test60@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-02-10","No","74.0","110.0","2024-01-15 10:30:00"
"Test_Female_60m_SU","test60f@example.com","password123","MARIVELES","Alion","Female","2019-02-10","No","9.8","110.0","2024-01-15 10:30:00"
"Test_Female_60m_SU2","test60f@example.com","password123","MARIVELES","Alion","Female","2019-02-10","No","16.2","110.0","2024-01-15 10:30:00"
"Test_Female_60m_U","test60f@example.com","password123","MARIVELES","Alion","Female","2019-02-10","No","22.8","110.0","2024-01-15 10:30:00"
"Test_Female_60m_U2","test60f@example.com","password123","MARIVELES","Alion","Female","2019-02-10","No","29.2","110.0","2024-01-15 10:30:00"
"Test_Female_60m_N","test60f@example.com","password123","MARIVELES","Alion","Female","2019-02-10","No","35.8","110.0","2024-01-15 10:30:00"
"Test_Female_60m_N2","test60f@example.com","password123","MARIVELES","Alion","Female","2019-02-10","No","42.5","110.0","2024-01-15 10:30:00"
"Test_Female_60m_N3","test60f@example.com","password123","MARIVELES","Alion","Female","2019-02-10","No","49.5","110.0","2024-01-15 10:30:00"
"Test_Female_60m_N4","test60f@example.com","password123","MARIVELES","Alion","Female","2019-02-10","No","56.5","110.0","2024-01-15 10:30:00"
"Test_Female_60m_O","test60f@example.com","password123","MARIVELES","Alion","Female","2019-02-10","No","63.5","110.0","2024-01-15 10:30:00"
"Test_Female_60m_O2","test60f@example.com","password123","MARIVELES","Alion","Female","2019-02-10","No","70.5","110.0","2024-01-15 10:30:00"
