"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_54m_SU","test54@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-08-09","No","11.8","104.0","2024-01-15 10:30:00"
"Test_Male_54m_SU2","test54@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-08-09","No","17.7","104.0","2024-01-15 10:30:00"
"Test_Male_54m_U","test54@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-08-09","No","23.6","104.0","2024-01-15 10:30:00"
"Test_Male_54m_U2","test54@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-08-09","No","29.5","104.0","2024-01-15 10:30:00"
"Test_Male_54m_N","test54@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-08-09","No","35.4","104.0","2024-01-15 10:30:00"
"Test_Male_54m_N2","test54@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-08-09","No","41.8","104.0","2024-01-15 10:30:00"
"Test_Male_54m_N3","test54@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-08-09","No","48.2","104.0","2024-01-15 10:30:00"
"Test_Male_54m_N4","test54@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-08-09","No","54.6","104.0","2024-01-15 10:30:00"
"Test_Male_54m_O","test54@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-08-09","No","61.0","104.0","2024-01-15 10:30:00"
"Test_Male_54m_O2","test54@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-08-09","No","67.4","104.0","2024-01-15 10:30:00"
"Test_Female_54m_SU","test54f@example.com","password123","MARIVELES","Alion","Female","2019-08-09","No","8.9","104.0","2024-01-15 10:30:00"
"Test_Female_54m_SU2","test54f@example.com","password123","MARIVELES","Alion","Female","2019-08-09","No","14.7","104.0","2024-01-15 10:30:00"
"Test_Female_54m_U","test54f@example.com","password123","MARIVELES","Alion","Female","2019-08-09","No","20.7","104.0","2024-01-15 10:30:00"
"Test_Female_54m_U2","test54f@example.com","password123","MARIVELES","Alion","Female","2019-08-09","No","26.5","104.0","2024-01-15 10:30:00"
"Test_Female_54m_N","test54f@example.com","password123","MARIVELES","Alion","Female","2019-08-09","No","32.5","104.0","2024-01-15 10:30:00"
"Test_Female_54m_N2","test54f@example.com","password123","MARIVELES","Alion","Female","2019-08-09","No","38.6","104.0","2024-01-15 10:30:00"
"Test_Female_54m_N3","test54f@example.com","password123","MARIVELES","Alion","Female","2019-08-09","No","45.0","104.0","2024-01-15 10:30:00"
"Test_Female_54m_N4","test54f@example.com","password123","MARIVELES","Alion","Female","2019-08-09","No","51.4","104.0","2024-01-15 10:30:00"
"Test_Female_54m_O","test54f@example.com","password123","MARIVELES","Alion","Female","2019-08-09","No","57.8","104.0","2024-01-15 10:30:00"
"Test_Female_54m_O2","test54f@example.com","password123","MARIVELES","Alion","Female","2019-08-09","No","64.2","104.0","2024-01-15 10:30:00"
