"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_48m_SU","test48@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-02-05","No","10.600000000000001","98.0","2024-01-15 10:30:00"
"Test_Male_48m_SU2","test48@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-02-05","No","15.899999999999999","98.0","2024-01-15 10:30:00"
"Test_Male_48m_U","test48@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-02-05","No","21.200000000000003","98.0","2024-01-15 10:30:00"
"Test_Male_48m_U2","test48@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-02-05","No","26.5","98.0","2024-01-15 10:30:00"
"Test_Male_48m_N","test48@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-02-05","No","31.799999999999997","98.0","2024-01-15 10:30:00"
"Test_Male_48m_N2","test48@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-02-05","No","37.599999999999994","98.0","2024-01-15 10:30:00"
"Test_Male_48m_N3","test48@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-02-05","No","43.400000000000006","98.0","2024-01-15 10:30:00"
"Test_Male_48m_N4","test48@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-02-05","No","49.2","98.0","2024-01-15 10:30:00"
"Test_Male_48m_O","test48@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-02-05","No","55.0","98.0","2024-01-15 10:30:00"
"Test_Male_48m_O2","test48@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-02-05","No","60.800000000000004","98.0","2024-01-15 10:30:00"
"Test_Female_48m_SU","test48f@example.com","password123","MARIVELES","Alion","Female","2020-02-05","No","7.999999999999999","98.0","2024-01-15 10:30:00"
"Test_Female_48m_SU2","test48f@example.com","password123","MARIVELES","Alion","Female","2020-02-05","No","13.2","98.0","2024-01-15 10:30:00"
"Test_Female_48m_U","test48f@example.com","password123","MARIVELES","Alion","Female","2020-02-05","No","18.599999999999998","98.0","2024-01-15 10:30:00"
"Test_Female_48m_U2","test48f@example.com","password123","MARIVELES","Alion","Female","2020-02-05","No","23.8","98.0","2024-01-15 10:30:00"
"Test_Female_48m_N","test48f@example.com","password123","MARIVELES","Alion","Female","2020-02-05","No","29.200000000000003","98.0","2024-01-15 10:30:00"
"Test_Female_48m_N2","test48f@example.com","password123","MARIVELES","Alion","Female","2020-02-05","No","34.7","98.0","2024-01-15 10:30:00"
"Test_Female_48m_N3","test48f@example.com","password123","MARIVELES","Alion","Female","2020-02-05","No","40.5","98.0","2024-01-15 10:30:00"
"Test_Female_48m_N4","test48f@example.com","password123","MARIVELES","Alion","Female","2020-02-05","No","46.3","98.0","2024-01-15 10:30:00"
"Test_Female_48m_O","test48f@example.com","password123","MARIVELES","Alion","Female","2020-02-05","No","52.099999999999994","98.0","2024-01-15 10:30:00"
"Test_Female_48m_O2","test48f@example.com","password123","MARIVELES","Alion","Female","2020-02-05","No","57.900000000000006","98.0","2024-01-15 10:30:00"
