"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_49m_SU","test49@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-01-06","No","10.8","99.0","2024-01-15 10:30:00"
"Test_Male_49m_SU2","test49@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-01-06","No","16.2","99.0","2024-01-15 10:30:00"
"Test_Male_49m_U","test49@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-01-06","No","21.6","99.0","2024-01-15 10:30:00"
"Test_Male_49m_U2","test49@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-01-06","No","27.0","99.0","2024-01-15 10:30:00"
"Test_Male_49m_N","test49@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-01-06","No","32.4","99.0","2024-01-15 10:30:00"
"Test_Male_49m_N2","test49@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-01-06","No","38.3","99.0","2024-01-15 10:30:00"
"Test_Male_49m_N3","test49@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-01-06","No","44.2","99.0","2024-01-15 10:30:00"
"Test_Male_49m_N4","test49@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-01-06","No","50.1","99.0","2024-01-15 10:30:00"
"Test_Male_49m_O","test49@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-01-06","No","56.0","99.0","2024-01-15 10:30:00"
"Test_Male_49m_O2","test49@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-01-06","No","61.900000000000006","99.0","2024-01-15 10:30:00"
"Test_Female_49m_SU","test49f@example.com","password123","MARIVELES","Alion","Female","2020-01-06","No","8.15","99.0","2024-01-15 10:30:00"
"Test_Female_49m_SU2","test49f@example.com","password123","MARIVELES","Alion","Female","2020-01-06","No","13.45","99.0","2024-01-15 10:30:00"
"Test_Female_49m_U","test49f@example.com","password123","MARIVELES","Alion","Female","2020-01-06","No","18.95","99.0","2024-01-15 10:30:00"
"Test_Female_49m_U2","test49f@example.com","password123","MARIVELES","Alion","Female","2020-01-06","No","24.25","99.0","2024-01-15 10:30:00"
"Test_Female_49m_N","test49f@example.com","password123","MARIVELES","Alion","Female","2020-01-06","No","29.750000000000004","99.0","2024-01-15 10:30:00"
"Test_Female_49m_N2","test49f@example.com","password123","MARIVELES","Alion","Female","2020-01-06","No","35.35","99.0","2024-01-15 10:30:00"
"Test_Female_49m_N3","test49f@example.com","password123","MARIVELES","Alion","Female","2020-01-06","No","41.25","99.0","2024-01-15 10:30:00"
"Test_Female_49m_N4","test49f@example.com","password123","MARIVELES","Alion","Female","2020-01-06","No","47.15","99.0","2024-01-15 10:30:00"
"Test_Female_49m_O","test49f@example.com","password123","MARIVELES","Alion","Female","2020-01-06","No","53.05","99.0","2024-01-15 10:30:00"
"Test_Female_49m_O2","test49f@example.com","password123","MARIVELES","Alion","Female","2020-01-06","No","58.95","99.0","2024-01-15 10:30:00"
