"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_10m_SU","test10@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-03-21","No","3.0","60.0","2024-01-15 10:30:00"
"Test_Male_10m_SU2","test10@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-03-21","No","4.5","60.0","2024-01-15 10:30:00"
"Test_Male_10m_U","test10@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-03-21","No","6.0","60.0","2024-01-15 10:30:00"
"Test_Male_10m_U2","test10@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-03-21","No","7.5","60.0","2024-01-15 10:30:00"
"Test_Male_10m_N","test10@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-03-21","No","9.0","60.0","2024-01-15 10:30:00"
"Test_Male_10m_N2","test10@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-03-21","No","11.0","60.0","2024-01-15 10:30:00"
"Test_Male_10m_N3","test10@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-03-21","No","13.0","60.0","2024-01-15 10:30:00"
"Test_Male_10m_N4","test10@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-03-21","No","15.0","60.0","2024-01-15 10:30:00"
"Test_Male_10m_O","test10@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-03-21","No","17.0","60.0","2024-01-15 10:30:00"
"Test_Male_10m_O2","test10@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-03-21","No","19.0","60.0","2024-01-15 10:30:00"
"Test_Female_10m_SU","test10f@example.com","password123","MARIVELES","Alion","Female","2023-03-21","No","2.3","60.0","2024-01-15 10:30:00"
"Test_Female_10m_SU2","test10f@example.com","password123","MARIVELES","Alion","Female","2023-03-21","No","3.7","60.0","2024-01-15 10:30:00"
"Test_Female_10m_U","test10f@example.com","password123","MARIVELES","Alion","Female","2023-03-21","No","5.3","60.0","2024-01-15 10:30:00"
"Test_Female_10m_U2","test10f@example.com","password123","MARIVELES","Alion","Female","2023-03-21","No","6.7","60.0","2024-01-15 10:30:00"
"Test_Female_10m_N","test10f@example.com","password123","MARIVELES","Alion","Female","2023-03-21","No","8.3","60.0","2024-01-15 10:30:00"
"Test_Female_10m_N2","test10f@example.com","password123","MARIVELES","Alion","Female","2023-03-21","No","10.0","60.0","2024-01-15 10:30:00"
"Test_Female_10m_N3","test10f@example.com","password123","MARIVELES","Alion","Female","2023-03-21","No","12.0","60.0","2024-01-15 10:30:00"
"Test_Female_10m_N4","test10f@example.com","password123","MARIVELES","Alion","Female","2023-03-21","No","14.0","60.0","2024-01-15 10:30:00"
"Test_Female_10m_O","test10f@example.com","password123","MARIVELES","Alion","Female","2023-03-21","No","16.0","60.0","2024-01-15 10:30:00"
"Test_Female_10m_O2","test10f@example.com","password123","MARIVELES","Alion","Female","2023-03-21","No","18.0","60.0","2024-01-15 10:30:00"
