"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_26m_SU","test26@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2021-11-26","No","6.2","76.0","2024-01-15 10:30:00"
"Test_Male_26m_SU2","test26@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2021-11-26","No","9.3","76.0","2024-01-15 10:30:00"
"Test_Male_26m_U","test26@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2021-11-26","No","12.4","76.0","2024-01-15 10:30:00"
"Test_Male_26m_U2","test26@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2021-11-26","No","15.5","76.0","2024-01-15 10:30:00"
"Test_Male_26m_N","test26@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2021-11-26","No","18.6","76.0","2024-01-15 10:30:00"
"Test_Male_26m_N2","test26@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2021-11-26","No","22.2","76.0","2024-01-15 10:30:00"
"Test_Male_26m_N3","test26@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2021-11-26","No","25.8","76.0","2024-01-15 10:30:00"
"Test_Male_26m_N4","test26@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2021-11-26","No","29.400000000000002","76.0","2024-01-15 10:30:00"
"Test_Male_26m_O","test26@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2021-11-26","No","33.0","76.0","2024-01-15 10:30:00"
"Test_Male_26m_O2","test26@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2021-11-26","No","36.6","76.0","2024-01-15 10:30:00"
"Test_Female_26m_SU","test26f@example.com","password123","MARIVELES","Alion","Female","2021-11-26","No","4.7","76.0","2024-01-15 10:30:00"
"Test_Female_26m_SU2","test26f@example.com","password123","MARIVELES","Alion","Female","2021-11-26","No","7.7","76.0","2024-01-15 10:30:00"
"Test_Female_26m_U","test26f@example.com","password123","MARIVELES","Alion","Female","2021-11-26","No","10.9","76.0","2024-01-15 10:30:00"
"Test_Female_26m_U2","test26f@example.com","password123","MARIVELES","Alion","Female","2021-11-26","No","13.900000000000002","76.0","2024-01-15 10:30:00"
"Test_Female_26m_N","test26f@example.com","password123","MARIVELES","Alion","Female","2021-11-26","No","17.1","76.0","2024-01-15 10:30:00"
"Test_Female_26m_N2","test26f@example.com","password123","MARIVELES","Alion","Female","2021-11-26","No","20.400000000000002","76.0","2024-01-15 10:30:00"
"Test_Female_26m_N3","test26f@example.com","password123","MARIVELES","Alion","Female","2021-11-26","No","24.0","76.0","2024-01-15 10:30:00"
"Test_Female_26m_N4","test26f@example.com","password123","MARIVELES","Alion","Female","2021-11-26","No","27.599999999999998","76.0","2024-01-15 10:30:00"
"Test_Female_26m_O","test26f@example.com","password123","MARIVELES","Alion","Female","2021-11-26","No","31.2","76.0","2024-01-15 10:30:00"
"Test_Female_26m_O2","test26f@example.com","password123","MARIVELES","Alion","Female","2021-11-26","No","34.8","76.0","2024-01-15 10:30:00"
