"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_6m_SU","test6@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-07-19","No","2.2","56.0","2024-01-15 10:30:00"
"Test_Male_6m_SU2","test6@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-07-19","No","3.3","56.0","2024-01-15 10:30:00"
"Test_Male_6m_U","test6@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-07-19","No","4.4","56.0","2024-01-15 10:30:00"
"Test_Male_6m_U2","test6@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-07-19","No","5.5","56.0","2024-01-15 10:30:00"
"Test_Male_6m_N","test6@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-07-19","No","6.6","56.0","2024-01-15 10:30:00"
"Test_Male_6m_N2","test6@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-07-19","No","8.2","56.0","2024-01-15 10:30:00"
"Test_Male_6m_N3","test6@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-07-19","No","9.8","56.0","2024-01-15 10:30:00"
"Test_Male_6m_N4","test6@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-07-19","No","11.4","56.0","2024-01-15 10:30:00"
"Test_Male_6m_O","test6@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-07-19","No","13.0","56.0","2024-01-15 10:30:00"
"Test_Male_6m_O2","test6@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2023-07-19","No","14.600000000000001","56.0","2024-01-15 10:30:00"
"Test_Female_6m_SU","test6f@example.com","password123","MARIVELES","Alion","Female","2023-07-19","No","1.7","56.0","2024-01-15 10:30:00"
"Test_Female_6m_SU2","test6f@example.com","password123","MARIVELES","Alion","Female","2023-07-19","No","2.7","56.0","2024-01-15 10:30:00"
"Test_Female_6m_U","test6f@example.com","password123","MARIVELES","Alion","Female","2023-07-19","No","3.8999999999999995","56.0","2024-01-15 10:30:00"
"Test_Female_6m_U2","test6f@example.com","password123","MARIVELES","Alion","Female","2023-07-19","No","4.9","56.0","2024-01-15 10:30:00"
"Test_Female_6m_N","test6f@example.com","password123","MARIVELES","Alion","Female","2023-07-19","No","6.1","56.0","2024-01-15 10:30:00"
"Test_Female_6m_N2","test6f@example.com","password123","MARIVELES","Alion","Female","2023-07-19","No","7.4","56.0","2024-01-15 10:30:00"
"Test_Female_6m_N3","test6f@example.com","password123","MARIVELES","Alion","Female","2023-07-19","No","9.0","56.0","2024-01-15 10:30:00"
"Test_Female_6m_N4","test6f@example.com","password123","MARIVELES","Alion","Female","2023-07-19","No","10.6","56.0","2024-01-15 10:30:00"
"Test_Female_6m_O","test6f@example.com","password123","MARIVELES","Alion","Female","2023-07-19","No","12.2","56.0","2024-01-15 10:30:00"
"Test_Female_6m_O2","test6f@example.com","password123","MARIVELES","Alion","Female","2023-07-19","No","13.8","56.0","2024-01-15 10:30:00"
