"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_62m_SU","test62@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-12-12","No","13.4","112.0","2024-01-15 10:30:00"
"Test_Male_62m_SU2","test62@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-12-12","No","20.099999999999998","112.0","2024-01-15 10:30:00"
"Test_Male_62m_U","test62@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-12-12","No","26.8","112.0","2024-01-15 10:30:00"
"Test_Male_62m_U2","test62@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-12-12","No","33.5","112.0","2024-01-15 10:30:00"
"Test_Male_62m_N","test62@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-12-12","No","40.199999999999996","112.0","2024-01-15 10:30:00"
"Test_Male_62m_N2","test62@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-12-12","No","47.4","112.0","2024-01-15 10:30:00"
"Test_Male_62m_N3","test62@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-12-12","No","54.6","112.0","2024-01-15 10:30:00"
"Test_Male_62m_N4","test62@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-12-12","No","61.800000000000004","112.0","2024-01-15 10:30:00"
"Test_Male_62m_O","test62@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-12-12","No","69.0","112.0","2024-01-15 10:30:00"
"Test_Male_62m_O2","test62@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-12-12","No","76.2","112.0","2024-01-15 10:30:00"
"Test_Female_62m_SU","test62f@example.com","password123","MARIVELES","Alion","Female","2018-12-12","No","10.1","112.0","2024-01-15 10:30:00"
"Test_Female_62m_SU2","test62f@example.com","password123","MARIVELES","Alion","Female","2018-12-12","No","16.7","112.0","2024-01-15 10:30:00"
"Test_Female_62m_U","test62f@example.com","password123","MARIVELES","Alion","Female","2018-12-12","No","23.5","112.0","2024-01-15 10:30:00"
"Test_Female_62m_U2","test62f@example.com","password123","MARIVELES","Alion","Female","2018-12-12","No","30.1","112.0","2024-01-15 10:30:00"
"Test_Female_62m_N","test62f@example.com","password123","MARIVELES","Alion","Female","2018-12-12","No","36.9","112.0","2024-01-15 10:30:00"
"Test_Female_62m_N2","test62f@example.com","password123","MARIVELES","Alion","Female","2018-12-12","No","43.800000000000004","112.0","2024-01-15 10:30:00"
"Test_Female_62m_N3","test62f@example.com","password123","MARIVELES","Alion","Female","2018-12-12","No","51.0","112.0","2024-01-15 10:30:00"
"Test_Female_62m_N4","test62f@example.com","password123","MARIVELES","Alion","Female","2018-12-12","No","58.199999999999996","112.0","2024-01-15 10:30:00"
"Test_Female_62m_O","test62f@example.com","password123","MARIVELES","Alion","Female","2018-12-12","No","65.4","112.0","2024-01-15 10:30:00"
"Test_Female_62m_O2","test62f@example.com","password123","MARIVELES","Alion","Female","2018-12-12","No","72.60000000000001","112.0","2024-01-15 10:30:00"
