"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_71m_SU","test71@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-03-17","No","15.200000000000001","121.0","2024-01-15 10:30:00"
"Test_Male_71m_SU2","test71@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-03-17","No","22.8","121.0","2024-01-15 10:30:00"
"Test_Male_71m_U","test71@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-03-17","No","30.400000000000002","121.0","2024-01-15 10:30:00"
"Test_Male_71m_U2","test71@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-03-17","No","38.0","121.0","2024-01-15 10:30:00"
"Test_Male_71m_N","test71@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-03-17","No","45.6","121.0","2024-01-15 10:30:00"
"Test_Male_71m_N2","test71@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-03-17","No","53.699999999999996","121.0","2024-01-15 10:30:00"
"Test_Male_71m_N3","test71@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-03-17","No","61.800000000000004","121.0","2024-01-15 10:30:00"
"Test_Male_71m_N4","test71@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-03-17","No","69.9","121.0","2024-01-15 10:30:00"
"Test_Male_71m_O","test71@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-03-17","No","78.0","121.0","2024-01-15 10:30:00"
"Test_Male_71m_O2","test71@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-03-17","No","86.10000000000001","121.0","2024-01-15 10:30:00"
"Test_Female_71m_SU","test71f@example.com","password123","MARIVELES","Alion","Female","2018-03-17","No","11.450000000000001","121.0","2024-01-15 10:30:00"
"Test_Female_71m_SU2","test71f@example.com","password123","MARIVELES","Alion","Female","2018-03-17","No","18.95","121.0","2024-01-15 10:30:00"
"Test_Female_71m_U","test71f@example.com","password123","MARIVELES","Alion","Female","2018-03-17","No","26.65","121.0","2024-01-15 10:30:00"
"Test_Female_71m_U2","test71f@example.com","password123","MARIVELES","Alion","Female","2018-03-17","No","34.15","121.0","2024-01-15 10:30:00"
"Test_Female_71m_N","test71f@example.com","password123","MARIVELES","Alion","Female","2018-03-17","No","41.85","121.0","2024-01-15 10:30:00"
"Test_Female_71m_N2","test71f@example.com","password123","MARIVELES","Alion","Female","2018-03-17","No","49.65","121.0","2024-01-15 10:30:00"
"Test_Female_71m_N3","test71f@example.com","password123","MARIVELES","Alion","Female","2018-03-17","No","57.75","121.0","2024-01-15 10:30:00"
"Test_Female_71m_N4","test71f@example.com","password123","MARIVELES","Alion","Female","2018-03-17","No","65.85","121.0","2024-01-15 10:30:00"
"Test_Female_71m_O","test71f@example.com","password123","MARIVELES","Alion","Female","2018-03-17","No","73.95","121.0","2024-01-15 10:30:00"
"Test_Female_71m_O2","test71f@example.com","password123","MARIVELES","Alion","Female","2018-03-17","No","82.05","121.0","2024-01-15 10:30:00"
