"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_66m_SU","test66@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-08-14","No","14.200000000000001","116.0","2024-01-15 10:30:00"
"Test_Male_66m_SU2","test66@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-08-14","No","21.3","116.0","2024-01-15 10:30:00"
"Test_Male_66m_U","test66@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-08-14","No","28.400000000000002","116.0","2024-01-15 10:30:00"
"Test_Male_66m_U2","test66@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-08-14","No","35.5","116.0","2024-01-15 10:30:00"
"Test_Male_66m_N","test66@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-08-14","No","42.6","116.0","2024-01-15 10:30:00"
"Test_Male_66m_N2","test66@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-08-14","No","50.199999999999996","116.0","2024-01-15 10:30:00"
"Test_Male_66m_N3","test66@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-08-14","No","57.800000000000004","116.0","2024-01-15 10:30:00"
"Test_Male_66m_N4","test66@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-08-14","No","65.4","116.0","2024-01-15 10:30:00"
"Test_Male_66m_O","test66@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-08-14","No","73.0","116.0","2024-01-15 10:30:00"
"Test_Male_66m_O2","test66@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-08-14","No","80.60000000000001","116.0","2024-01-15 10:30:00"
"Test_Female_66m_SU","test66f@example.com","password123","MARIVELES","Alion","Female","2018-08-14","No","10.700000000000001","116.0","2024-01-15 10:30:00"
"Test_Female_66m_SU2","test66f@example.com","password123","MARIVELES","Alion","Female","2018-08-14","No","17.7","116.0","2024-01-15 10:30:00"
"Test_Female_66m_U","test66f@example.com","password123","MARIVELES","Alion","Female","2018-08-14","No","24.9","116.0","2024-01-15 10:30:00"
"Test_Female_66m_U2","test66f@example.com","password123","MARIVELES","Alion","Female","2018-08-14","No","31.9","116.0","2024-01-15 10:30:00"
"Test_Female_66m_N","test66f@example.com","password123","MARIVELES","Alion","Female","2018-08-14","No","39.1","116.0","2024-01-15 10:30:00"
"Test_Female_66m_N2","test66f@example.com","password123","MARIVELES","Alion","Female","2018-08-14","No","46.4","116.0","2024-01-15 10:30:00"
"Test_Female_66m_N3","test66f@example.com","password123","MARIVELES","Alion","Female","2018-08-14","No","54.0","116.0","2024-01-15 10:30:00"
"Test_Female_66m_N4","test66f@example.com","password123","MARIVELES","Alion","Female","2018-08-14","No","61.6","116.0","2024-01-15 10:30:00"
"Test_Female_66m_O","test66f@example.com","password123","MARIVELES","Alion","Female","2018-08-14","No","69.19999999999999","116.0","2024-01-15 10:30:00"
"Test_Female_66m_O2","test66f@example.com","password123","MARIVELES","Alion","Female","2018-08-14","No","76.8","116.0","2024-01-15 10:30:00"
