"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_50m_SU","test50@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-12-07","No","11.0","100.0","2024-01-15 10:30:00"
"Test_Male_50m_SU2","test50@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-12-07","No","16.5","100.0","2024-01-15 10:30:00"
"Test_Male_50m_U","test50@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-12-07","No","22.0","100.0","2024-01-15 10:30:00"
"Test_Male_50m_U2","test50@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-12-07","No","27.5","100.0","2024-01-15 10:30:00"
"Test_Male_50m_N","test50@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-12-07","No","33.0","100.0","2024-01-15 10:30:00"
"Test_Male_50m_N2","test50@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-12-07","No","39.0","100.0","2024-01-15 10:30:00"
"Test_Male_50m_N3","test50@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-12-07","No","45.0","100.0","2024-01-15 10:30:00"
"Test_Male_50m_N4","test50@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-12-07","No","51.0","100.0","2024-01-15 10:30:00"
"Test_Male_50m_O","test50@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-12-07","No","57.0","100.0","2024-01-15 10:30:00"
"Test_Male_50m_O2","test50@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2019-12-07","No","63.00000000000001","100.0","2024-01-15 10:30:00"
"Test_Female_50m_SU","test50f@example.com","password123","MARIVELES","Alion","Female","2019-12-07","No","8.3","100.0","2024-01-15 10:30:00"
"Test_Female_50m_SU2","test50f@example.com","password123","MARIVELES","Alion","Female","2019-12-07","No","13.7","100.0","2024-01-15 10:30:00"
"Test_Female_50m_U","test50f@example.com","password123","MARIVELES","Alion","Female","2019-12-07","No","19.3","100.0","2024-01-15 10:30:00"
"Test_Female_50m_U2","test50f@example.com","password123","MARIVELES","Alion","Female","2019-12-07","No","24.7","100.0","2024-01-15 10:30:00"
"Test_Female_50m_N","test50f@example.com","password123","MARIVELES","Alion","Female","2019-12-07","No","30.300000000000004","100.0","2024-01-15 10:30:00"
"Test_Female_50m_N2","test50f@example.com","password123","MARIVELES","Alion","Female","2019-12-07","No","36.0","100.0","2024-01-15 10:30:00"
"Test_Female_50m_N3","test50f@example.com","password123","MARIVELES","Alion","Female","2019-12-07","No","42.0","100.0","2024-01-15 10:30:00"
"Test_Female_50m_N4","test50f@example.com","password123","MARIVELES","Alion","Female","2019-12-07","No","48.0","100.0","2024-01-15 10:30:00"
"Test_Female_50m_O","test50f@example.com","password123","MARIVELES","Alion","Female","2019-12-07","No","54.0","100.0","2024-01-15 10:30:00"
"Test_Female_50m_O2","test50f@example.com","password123","MARIVELES","Alion","Female","2019-12-07","No","60.0","100.0","2024-01-15 10:30:00"
