"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_20m_SU","test20@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-05-25","No","5.0","70.0","2024-01-15 10:30:00"
"Test_Male_20m_SU2","test20@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-05-25","No","7.5","70.0","2024-01-15 10:30:00"
"Test_Male_20m_U","test20@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-05-25","No","10.0","70.0","2024-01-15 10:30:00"
"Test_Male_20m_U2","test20@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-05-25","No","12.5","70.0","2024-01-15 10:30:00"
"Test_Male_20m_N","test20@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-05-25","No","15.0","70.0","2024-01-15 10:30:00"
"Test_Male_20m_N2","test20@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-05-25","No","18.0","70.0","2024-01-15 10:30:00"
"Test_Male_20m_N3","test20@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-05-25","No","21.0","70.0","2024-01-15 10:30:00"
"Test_Male_20m_N4","test20@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-05-25","No","24.0","70.0","2024-01-15 10:30:00"
"Test_Male_20m_O","test20@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-05-25","No","27.0","70.0","2024-01-15 10:30:00"
"Test_Male_20m_O2","test20@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-05-25","No","30.0","70.0","2024-01-15 10:30:00"
"Test_Female_20m_SU","test20f@example.com","password123","MARIVELES","Alion","Female","2022-05-25","No","3.8","70.0","2024-01-15 10:30:00"
"Test_Female_20m_SU2","test20f@example.com","password123","MARIVELES","Alion","Female","2022-05-25","No","6.2","70.0","2024-01-15 10:30:00"
"Test_Female_20m_U","test20f@example.com","password123","MARIVELES","Alion","Female","2022-05-25","No","8.8","70.0","2024-01-15 10:30:00"
"Test_Female_20m_U2","test20f@example.com","password123","MARIVELES","Alion","Female","2022-05-25","No","11.2","70.0","2024-01-15 10:30:00"
"Test_Female_20m_N","test20f@example.com","password123","MARIVELES","Alion","Female","2022-05-25","No","13.8","70.0","2024-01-15 10:30:00"
"Test_Female_20m_N2","test20f@example.com","password123","MARIVELES","Alion","Female","2022-05-25","No","16.5","70.0","2024-01-15 10:30:00"
"Test_Female_20m_N3","test20f@example.com","password123","MARIVELES","Alion","Female","2022-05-25","No","19.5","70.0","2024-01-15 10:30:00"
"Test_Female_20m_N4","test20f@example.com","password123","MARIVELES","Alion","Female","2022-05-25","No","22.5","70.0","2024-01-15 10:30:00"
"Test_Female_20m_O","test20f@example.com","password123","MARIVELES","Alion","Female","2022-05-25","No","25.5","70.0","2024-01-15 10:30:00"
"Test_Female_20m_O2","test20f@example.com","password123","MARIVELES","Alion","Female","2022-05-25","No","28.5","70.0","2024-01-15 10:30:00"
