"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_19m_SU","test19@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-06-24","No","4.800000000000001","69.0","2024-01-15 10:30:00"
"Test_Male_19m_SU2","test19@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-06-24","No","7.2","69.0","2024-01-15 10:30:00"
"Test_Male_19m_U","test19@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-06-24","No","9.600000000000001","69.0","2024-01-15 10:30:00"
"Test_Male_19m_U2","test19@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-06-24","No","12.0","69.0","2024-01-15 10:30:00"
"Test_Male_19m_N","test19@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-06-24","No","14.4","69.0","2024-01-15 10:30:00"
"Test_Male_19m_N2","test19@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-06-24","No","17.299999999999997","69.0","2024-01-15 10:30:00"
"Test_Male_19m_N3","test19@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-06-24","No","20.200000000000003","69.0","2024-01-15 10:30:00"
"Test_Male_19m_N4","test19@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-06-24","No","23.1","69.0","2024-01-15 10:30:00"
"Test_Male_19m_O","test19@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-06-24","No","26.0","69.0","2024-01-15 10:30:00"
"Test_Male_19m_O2","test19@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2022-06-24","No","28.900000000000002","69.0","2024-01-15 10:30:00"
"Test_Female_19m_SU","test19f@example.com","password123","MARIVELES","Alion","Female","2022-06-24","No","3.6500000000000004","69.0","2024-01-15 10:30:00"
"Test_Female_19m_SU2","test19f@example.com","password123","MARIVELES","Alion","Female","2022-06-24","No","5.95","69.0","2024-01-15 10:30:00"
"Test_Female_19m_U","test19f@example.com","password123","MARIVELES","Alion","Female","2022-06-24","No","8.45","69.0","2024-01-15 10:30:00"
"Test_Female_19m_U2","test19f@example.com","password123","MARIVELES","Alion","Female","2022-06-24","No","10.75","69.0","2024-01-15 10:30:00"
"Test_Female_19m_N","test19f@example.com","password123","MARIVELES","Alion","Female","2022-06-24","No","13.25","69.0","2024-01-15 10:30:00"
"Test_Female_19m_N2","test19f@example.com","password123","MARIVELES","Alion","Female","2022-06-24","No","15.85","69.0","2024-01-15 10:30:00"
"Test_Female_19m_N3","test19f@example.com","password123","MARIVELES","Alion","Female","2022-06-24","No","18.75","69.0","2024-01-15 10:30:00"
"Test_Female_19m_N4","test19f@example.com","password123","MARIVELES","Alion","Female","2022-06-24","No","21.65","69.0","2024-01-15 10:30:00"
"Test_Female_19m_O","test19f@example.com","password123","MARIVELES","Alion","Female","2022-06-24","No","24.55","69.0","2024-01-15 10:30:00"
"Test_Female_19m_O2","test19f@example.com","password123","MARIVELES","Alion","Female","2022-06-24","No","27.45","69.0","2024-01-15 10:30:00"
