"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_40m_SU","test40@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-10-02","No","9.0","90.0","2024-01-15 10:30:00"
"Test_Male_40m_SU2","test40@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-10-02","No","13.5","90.0","2024-01-15 10:30:00"
"Test_Male_40m_U","test40@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-10-02","No","18.0","90.0","2024-01-15 10:30:00"
"Test_Male_40m_U2","test40@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-10-02","No","22.5","90.0","2024-01-15 10:30:00"
"Test_Male_40m_N","test40@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-10-02","No","27.0","90.0","2024-01-15 10:30:00"
"Test_Male_40m_N2","test40@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-10-02","No","32.0","90.0","2024-01-15 10:30:00"
"Test_Male_40m_N3","test40@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-10-02","No","37.0","90.0","2024-01-15 10:30:00"
"Test_Male_40m_N4","test40@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-10-02","No","42.0","90.0","2024-01-15 10:30:00"
"Test_Male_40m_O","test40@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-10-02","No","47.0","90.0","2024-01-15 10:30:00"
"Test_Male_40m_O2","test40@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-10-02","No","52.0","90.0","2024-01-15 10:30:00"
"Test_Female_40m_SU","test40f@example.com","password123","MARIVELES","Alion","Female","2020-10-02","No","6.8","90.0","2024-01-15 10:30:00"
"Test_Female_40m_SU2","test40f@example.com","password123","MARIVELES","Alion","Female","2020-10-02","No","11.2","90.0","2024-01-15 10:30:00"
"Test_Female_40m_U","test40f@example.com","password123","MARIVELES","Alion","Female","2020-10-02","No","15.8","90.0","2024-01-15 10:30:00"
"Test_Female_40m_U2","test40f@example.com","password123","MARIVELES","Alion","Female","2020-10-02","No","20.2","90.0","2024-01-15 10:30:00"
"Test_Female_40m_N","test40f@example.com","password123","MARIVELES","Alion","Female","2020-10-02","No","24.8","90.0","2024-01-15 10:30:00"
"Test_Female_40m_N2","test40f@example.com","password123","MARIVELES","Alion","Female","2020-10-02","No","29.5","90.0","2024-01-15 10:30:00"
"Test_Female_40m_N3","test40f@example.com","password123","MARIVELES","Alion","Female","2020-10-02","No","34.5","90.0","2024-01-15 10:30:00"
"Test_Female_40m_N4","test40f@example.com","password123","MARIVELES","Alion","Female","2020-10-02","No","39.5","90.0","2024-01-15 10:30:00"
"Test_Female_40m_O","test40f@example.com","password123","MARIVELES","Alion","Female","2020-10-02","No","44.5","90.0","2024-01-15 10:30:00"
"Test_Female_40m_O2","test40f@example.com","password123","MARIVELES","Alion","Female","2020-10-02","No","49.5","90.0","2024-01-15 10:30:00"
