"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_39m_SU","test39@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-11-01","No","8.8","89.0","2024-01-15 10:30:00"
"Test_Male_39m_SU2","test39@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-11-01","No","13.2","89.0","2024-01-15 10:30:00"
"Test_Male_39m_U","test39@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-11-01","No","17.6","89.0","2024-01-15 10:30:00"
"Test_Male_39m_U2","test39@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-11-01","No","22.0","89.0","2024-01-15 10:30:00"
"Test_Male_39m_N","test39@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-11-01","No","26.4","89.0","2024-01-15 10:30:00"
"Test_Male_39m_N2","test39@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-11-01","No","31.299999999999997","89.0","2024-01-15 10:30:00"
"Test_Male_39m_N3","test39@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-11-01","No","36.2","89.0","2024-01-15 10:30:00"
"Test_Male_39m_N4","test39@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-11-01","No","41.1","89.0","2024-01-15 10:30:00"
"Test_Male_39m_O","test39@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-11-01","No","46.0","89.0","2024-01-15 10:30:00"
"Test_Male_39m_O2","test39@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2020-11-01","No","50.900000000000006","89.0","2024-01-15 10:30:00"
"Test_Female_39m_SU","test39f@example.com","password123","MARIVELES","Alion","Female","2020-11-01","No","6.6499999999999995","89.0","2024-01-15 10:30:00"
"Test_Female_39m_SU2","test39f@example.com","password123","MARIVELES","Alion","Female","2020-11-01","No","10.95","89.0","2024-01-15 10:30:00"
"Test_Female_39m_U","test39f@example.com","password123","MARIVELES","Alion","Female","2020-11-01","No","15.45","89.0","2024-01-15 10:30:00"
"Test_Female_39m_U2","test39f@example.com","password123","MARIVELES","Alion","Female","2020-11-01","No","19.75","89.0","2024-01-15 10:30:00"
"Test_Female_39m_N","test39f@example.com","password123","MARIVELES","Alion","Female","2020-11-01","No","24.250000000000004","89.0","2024-01-15 10:30:00"
"Test_Female_39m_N2","test39f@example.com","password123","MARIVELES","Alion","Female","2020-11-01","No","28.85","89.0","2024-01-15 10:30:00"
"Test_Female_39m_N3","test39f@example.com","password123","MARIVELES","Alion","Female","2020-11-01","No","33.75","89.0","2024-01-15 10:30:00"
"Test_Female_39m_N4","test39f@example.com","password123","MARIVELES","Alion","Female","2020-11-01","No","38.65","89.0","2024-01-15 10:30:00"
"Test_Female_39m_O","test39f@example.com","password123","MARIVELES","Alion","Female","2020-11-01","No","43.55","89.0","2024-01-15 10:30:00"
"Test_Female_39m_O2","test39f@example.com","password123","MARIVELES","Alion","Female","2020-11-01","No","48.45","89.0","2024-01-15 10:30:00"
