"name","email","password","municipality","barangay","sex","birthday","is_pregnant","weight","height","screening_date"
"Test_Male_63m_SU","test63@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-11-12","No","13.600000000000001","113.0","2024-01-15 10:30:00"
"Test_Male_63m_SU2","test63@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-11-12","No","20.4","113.0","2024-01-15 10:30:00"
"Test_Male_63m_U","test63@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-11-12","No","27.200000000000003","113.0","2024-01-15 10:30:00"
"Test_Male_63m_U2","test63@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-11-12","No","34.0","113.0","2024-01-15 10:30:00"
"Test_Male_63m_N","test63@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-11-12","No","40.8","113.0","2024-01-15 10:30:00"
"Test_Male_63m_N2","test63@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-11-12","No","48.099999999999994","113.0","2024-01-15 10:30:00"
"Test_Male_63m_N3","test63@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-11-12","No","55.400000000000006","113.0","2024-01-15 10:30:00"
"Test_Male_63m_N4","test63@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-11-12","No","62.7","113.0","2024-01-15 10:30:00"
"Test_Male_63m_O","test63@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-11-12","No","70.0","113.0","2024-01-15 10:30:00"
"Test_Male_63m_O2","test63@example.com","password123","CITY OF BALANGA","Bagumbayan","Male","2018-11-12","No","77.30000000000001","113.0","2024-01-15 10:30:00"
"Test_Female_63m_SU","test63f@example.com","password123","MARIVELES","Alion","Female","2018-11-12","No","10.25","113.0","2024-01-15 10:30:00"
"Test_Female_63m_SU2","test63f@example.com","password123","MARIVELES","Alion","Female","2018-11-12","No","16.95","113.0","2024-01-15 10:30:00"
"Test_Female_63m_U","test63f@example.com","password123","MARIVELES","Alion","Female","2018-11-12","No","23.849999999999998","113.0","2024-01-15 10:30:00"
"Test_Female_63m_U2","test63f@example.com","password123","MARIVELES","Alion","Female","2018-11-12","No","30.55","113.0","2024-01-15 10:30:00"
"Test_Female_63m_N","test63f@example.com","password123","MARIVELES","Alion","Female","2018-11-12","No","37.45","113.0","2024-01-15 10:30:00"
"Test_Female_63m_N2","test63f@example.com","password123","MARIVELES","Alion","Female","2018-11-12","No","44.45","113.0","2024-01-15 10:30:00"
"Test_Female_63m_N3","test63f@example.com","password123","MARIVELES","Alion","Female","2018-11-12","No","51.75","113.0","2024-01-15 10:30:00"
"Test_Female_63m_N4","test63f@example.com","password123","MARIVELES","Alion","Female","2018-11-12","No","59.05","113.0","2024-01-15 10:30:00"
"Test_Female_63m_O","test63f@example.com","password123","MARIVELES","Alion","Female","2018-11-12","No","66.35","113.0","2024-01-15 10:30:00"
"Test_Female_63m_O2","test63f@example.com","password123","MARIVELES","Alion","Female","2018-11-12","No","73.65","113.0","2024-01-15 10:30:00"
